EventID	TrackID	nPhotons	Px	Py	Pz	KineticEnergy	Hits
821	1	197574643	-213.481	-485.294	-705.125	782.852	15
822	1	197873518	-584.073	-1459.72	-2083.87	2506.93	18
823	1	197873518	-2713.01	-1446.7	-2918.01	4134.54	0
824	1	198295189	-2483.85	2078.98	-2557.58	4022.79	16
825	1	198295189	-1797.32	2281.56	-1364.19	3104.96	0
826	1	198542855	539.999	-90.2517	-419.294	591.992	36
827	1	198550267	552.76	-47.8069	-1254.82	1270.41	0
828	1	198816467	48.7119	-275.325	-306.332	322.337	12
829	1	198905912	-236.981	-403.175	-694.727	738.451	6
830	1	198905912	165.935	130.245	-429.748	384.592	0
831	1	198934512	138.641	-43.1675	-53.2912	81.6608	1
832	1	199349652	437.383	-463.485	-1456.57	1487.73	19
833	1	199763628	685.596	-286.316	-1357.6	1445.55	16
834	1	199979761	4302.24	-2687.56	-8718.67	9981.89	10
835	1	200509615	446.804	269.67	-668.469	748.959	30
836	1	200719245	678.389	631.935	-854.616	1159.68	8
837	1	200719245	-95.4501	530.87	-1119.07	1141.1	0
838	1	200719245	-66.3087	-71.0326	-103.631	71.3885	0
839	1	201110407	90.3783	577.229	-777.928	872.962	22
840	1	201110899	50.1075	587.24	-1076.95	1126.55	0
841	1	201110899	-2183.03	1948.22	-2920.07	4029.45	0
842	1	201512121	346.559	-374.302	-776.228	829.167	18
843	1	201560241	1813.37	-1553.99	-2101.45	3077.18	2
844	1	201775214	-106.715	-81.8976	-209.782	165.022	4
845	1	202075686	-124.966	-131.561	-634.427	562.613	7
846	1	202316072	-186.661	107.88	-350.332	319.05	13
847	1	202719325	142.967	203.469	-1703.78	1619.41	14
848	1	203082606	-26.1804	249.515	-908.465	842.717	12
849	1	203082606	242.516	408.735	-1188.68	1178.87	0
850	1	203336873	-3564.39	2038.56	-2497.84	4701.73	14
851	1	203613354	-322.299	36.0478	-635.792	615.848	5
852	1	204073536	-623.404	-1282.48	-3636.23	3801.61	21
853	1	204423223	2.43459	-101.904	-447.878	365.668	17
854	1	204762267	-121.154	-278.945	-508.388	496.098	12
855	1	205081971	-84.6224	-66.2643	-344.556	270.42	14
856	1	205632929	-296.924	-1718.94	-4924.56	5119.8	19
857	1	205632929	-251.249	-261.461	-1462.57	1404.89	0
858	1	205840700	1015.03	-550.759	-590.749	1195.79	7
859	1	206181179	657.073	-1132.19	-2223.89	2477.06	13
860	1	206571002	172.597	-32.7302	-512.666	446.475	11
861	1	206854971	252.925	-192.329	-486.824	485.208	14
862	1	207154454	30.3761	-585.515	-1938.38	1922.21	14
863	1	207330915	-36.6951	58.0538	-304.186	223.598	4
864	1	207651301	52.9715	-431.729	-926.469	923.276	14
865	1	207687614	-37.9621	-12.872	-384.576	295.178	2
866	1	207687614	-1218.38	559.969	-1505.66	1913.3	0
867	1	208051545	966.942	645.108	-512.674	1169.15	18
868	1	208057229	289.132	238.199	-218.082	340.503	1
869	1	208424725	-338.452	488.373	-748.887	856.139	24
870	1	208844216	-1435.27	645.737	-2084.89	2508.71	16
871	1	209145940	-1394.06	79.259	-1818.36	2189.4	14
872	1	209557013	-1679.91	-952.596	-4862.89	5127.73	17
873	1	209989251	-2257.87	-2031.7	-5383.13	6076.17	19
874	1	209989251	-1041.89	-695.172	-2066.98	2313.51	0
875	1	209989251	791.99	-577.671	-1172.21	1426.07	0
876	1	209989251	395.749	-3626.02	-2892.82	4550.97	0
877	1	210096968	-987.705	-122.446	-985.153	1298.71	6
878	1	210484872	170.389	-41.6439	-698.205	621.955	12
879	1	210726260	210.714	-376.245	-945.94	939.295	12
880	1	210775013	-202.149	-277.018	-435.762	458.838	2
881	1	211170319	330.629	-83.0681	-505.591	513.213	13
882	1	211170319	630.805	-496.971	-1054.92	1224.35	0
883	1	211564032	-436.389	-2338.52	-1376.82	2644.96	17
884	1	211564032	-471.411	-1601.76	-923.027	1805.1	0
885	1	211860395	-1042.79	1907.58	-1978.2	2835.55	21
886	1	212332002	-520.572	1494.22	-2798.04	3110.53	22
887	1	212762245	-740.566	1155.57	-2558.02	2799.24	21
888	1	213201954	-29.4128	201.639	-530.757	472.607	21
889	1	213595408	-735.225	2255.87	-3933.35	4489.11	13
890	1	213826078	-194.622	291.656	-998.491	957.869	9
891	1	214227824	-552.924	-311.105	-985.912	1071.5	25
892	1	214662699	-554.325	-49.1794	-1346.96	1355.56	14
893	1	214999592	-105.909	-78.0525	-349.343	282.302	16
894	1	214999592	-19.2381	-105.189	-250.854	186.791	0
895	1	215212356	-49.5511	308.076	-393.783	407.757	8
896	1	215212356	-38.9784	18.9828	-271.887	189.242	0
