EventID	nPhotons	Hits	DepositedEnergy
5546	1542532073	16	4.17945e-05
5547	1542847543	38	6.46878e-05
5548	1542907217	4	6.08512e-06
5549	1543131959	20	3.40551e-05
5550	1543571425	50	0.000102455
5551	1543890701	20	4.61393e-05
5552	1543956844	2	5.19608e-06
5553	1544334594	46	9.15258e-05
5554	1544483890	18	3.35381e-05
5555	1544516064	1002	0.00123928
5556	1544911087	70	0.000136349
5557	1545140792	28	5.22119e-05
5558	1545383742	34	7.40441e-05
5559	1545460220	10	1.95233e-05
5560	1545539401	0	0
5561	1545767891	24	3.78206e-05
5562	1546040228	56	0.000101249
5563	1546191243	20	3.74771e-05
5564	1546371311	10	1.74776e-05
5565	1546581863	18	3.48608e-05
5566	1546680440	12	2.89712e-05
5567	1546870195	14	2.64851e-05
5568	1547215216	40	6.90326e-05
5569	1547535956	32	5.65862e-05
5570	1547655368	10	2.17259e-05
5571	1547672617	0	0
5572	1548084920	44	8.58419e-05
5573	1548213275	2	4.61149e-06
5574	1548414182	20	4.08672e-05
5575	1548626587	38	7.64561e-05
5576	1549012276	30	5.58843e-05
5577	1549098851	2	1.86662e-06
5578	1549453195	198	0.000314021
5579	1549848544	40	6.77787e-05
5580	1550122889	38	7.67033e-05
5581	1550425983	36	7.33135e-05
5582	1550535677	14	2.93835e-05
5583	1550898044	40	7.36528e-05
5584	1551540685	82	0.000161771
5585	1551917981	44	6.58712e-05
5586	1552096466	12	1.96442e-05
5587	1552453651	28	5.80165e-05
5588	1552581383	12	2.73871e-05
5589	1552766049	16	2.77792e-05
5590	1552908500	16	2.73079e-05
5591	1552984608	6	8.75251e-06
5592	1553020400	2	5.3612e-06
5593	1553130152	10	1.8043e-05
5594	1553476660	28	4.778e-05
5595	1553792459	24	4.94868e-05
5596	1554113705	162	0.000296286
5597	1554278377	16	3.0609e-05
5598	1554711963	54	0.000103354
5599	1555107550	54	0.000103148
5600	1555646828	64	0.000108702
5601	1555695867	0	0
5602	1555801924	8	1.50523e-05
5603	1556327245	64	0.000113308
5604	1556719506	34	6.73997e-05
