EventID	nPhotons	Hits	DepositedEnergy
6432	1777350379	42	8.12437e-05
6433	1777750910	52	9.91381e-05
6434	1778237532	58	0.000102936
6435	1778488358	26	5.16598e-05
6436	1778511890	4	6.93851e-06
6437	1779096250	130	0.000263268
6438	1779315879	18	3.91798e-05
6439	1779440614	16	3.36524e-05
6440	1779463937	0	0
6441	1779541701	14	1.8899e-05
6442	1779656748	14	2.6094e-05
6443	1779816929	12	2.18339e-05
6444	1780251678	68	0.00012029
6445	1780818960	54	0.000102564
6446	1781126921	38	6.9626e-05
6447	1781378409	26	3.99149e-05
6448	1781421917	6	1.44239e-05
6449	1781616952	20	3.77717e-05
6450	1781767752	14	2.36428e-05
6451	1782156847	42	7.93409e-05
6452	1782608526	46	9.44925e-05
6453	1782765873	12	2.47198e-05
6454	1783258988	42	9.4514e-05
6455	1783486416	16	3.04708e-05
6456	1783774943	40	8.72492e-05
6457	1784076124	22	4.64449e-05
6458	1784427598	36	6.85889e-05
6459	1784831554	50	8.66545e-05
6460	1785177265	34	7.32543e-05
6461	1785362856	16	2.55084e-05
6462	1785828950	38	6.55759e-05
6463	1785967567	10	1.9873e-05
6464	1786253740	42	7.78326e-05
6465	1786796320	422	0.000753175
6466	1787064144	32	6.75404e-05
6467	1787325355	32	6.37112e-05
6468	1787491435	18	3.64221e-05
6469	1787756336	32	6.00875e-05
6470	1787974206	16	3.12123e-05
6471	1788326124	38	7.93992e-05
6472	1788640220	68	0.000126538
6473	1789063805	58	0.000111163
6474	1789509422	34	6.43811e-05
6475	1789578822	4	2.96875e-06
6476	1790197343	96	0.000171762
6477	1790406659	26	5.21379e-05
6478	1790571848	16	2.64567e-05
6479	1790614640	2	1.55676e-06
6480	1791028738	38	7.23714e-05
6481	1791522312	40	8.75363e-05
6482	1791717297	28	5.26696e-05
6483	1792061211	68	0.000117084
6484	1792162420	12	2.60493e-05
6485	1792555418	70	0.000118048
6486	1792813416	18	3.44375e-05
6487	1793170472	80	0.000166712
6488	1793620794	112	0.000218033
6489	1793953266	40	7.42254e-05
6490	1794212662	32	6.15826e-05
6491	1794730571	62	0.000130359
6492	1795105981	36	6.96205e-05
6493	1795150731	2	4.5394e-06
6494	1795241099	14	2.60939e-05
6495	1795691705	154	0.000298937
6496	1795942185	68	0.000119137
6497	1796332430	28	5.28187e-05
6498	1796592209	32	6.03872e-05
6499	1796766758	18	3.4491e-05
6500	1797048905	36	6.23145e-05
6501	1797353865	28	4.68224e-05
6502	1797414119	8	1.82134e-05
6503	1797552299	20	3.44148e-05
6504	1797713855	16	3.37688e-05
6505	1797792236	0	0
6506	1798110077	70	0.000133579
6507	1798577982	54	8.80978e-05
6508	1798674543	16	2.81382e-05
6509	1798820463	4	7.45051e-06
6510	1799456254	66	0.00012733
6511	1799575085	12	1.84224e-05
6512	1800118527	102	0.00017423
6513	1800186658	2	3.2037e-06
6514	1800620735	72	0.000148165
6515	1800839454	20	3.88568e-05
6516	1801299858	36	6.95197e-05
6517	1801750939	56	0.000107131
6518	1802140547	52	7.93247e-05
6519	1802447793	24	3.79793e-05
6520	1802502035	0	0
6521	1802906518	52	9.50705e-05
6522	1802959921	4	9.68066e-06
6523	1803373448	674	0.00106493
6524	1803720795	40	7.19182e-05
6525	1804028812	36	5.52159e-05
6526	1804281603	34	7.3241e-05
6527	1804378899	10	1.85365e-05
6528	1804627567	34	5.61858e-05
6529	1804724292	4	7.31436e-06
6530	1804985138	30	5.0609e-05
6531	1805159771	24	5.22806e-05
6532	1805268521	0	0
6533	1805663247	28	6.49483e-05
6534	1806044307	34	5.26873e-05
6535	1806445223	34	7.42412e-05
6536	1806876774	46	8.19512e-05
6537	1807041695	16	2.72186e-05
6538	1807247878	16	2.37243e-05
6539	1807661221	40	7.989e-05
6540	1807822531	20	3.73944e-05
6541	1808183626	26	4.88267e-05
6542	1808528057	28	4.07106e-05
6543	1808627177	14	2.48813e-05
6544	1808707757	18	3.52005e-05
6545	1808985346	56	9.85414e-05
6546	1809139613	14	2.75167e-05
6547	1809425876	30	6.92249e-05
6548	1809841960	38	6.35056e-05
6549	1810210132	52	9.35092e-05
6550	1810652020	32	5.86337e-05
6551	1811043434	38	6.8848e-05
6552	1811372178	70	0.000124802
6553	1811490105	10	1.91437e-05
6554	1811863236	38	7.18134e-05
6555	1812268341	30	6.00441e-05
6556	1812312530	0	0
6557	1812876333	46	9.17102e-05
6558	1813114262	30	5.99636e-05
6559	1813382290	32	6.51184e-05
6560	1813844772	64	0.000109393
6561	1813899622	4	2.97918e-06
6562	1814386213	48	8.60792e-05
6563	1814432212	0	0
6564	1814820967	72	0.000145391
6565	1814883156	12	2.04639e-05
6566	1815072378	22	3.97972e-05
6567	1815525491	40	6.89832e-05
6568	1815860123	24	4.60146e-05
6569	1816199903	30	5.9006e-05
6570	1816430266	28	5.48567e-05
6571	1816802895	72	0.000129132
6572	1817296809	222	0.000328694
